N° tour;Code département;Code commune;Nom de la commune;N° de bureau de vote;Inscrits;Votants;Exprimés;N° de dépôt de la liste;Nom du candidat tête de liste;Prénom du candidat tête de liste;Code nuance de la liste;Nombre de voix
1;ZD;411;Saint-Denis;0006;963;524;499;2;GRONDIN;Joseph;LFN;7
1;ZD;411;Saint-Denis;0006;963;524;499;8;ROBERT MUCY;Margarette;LDVG;8
1;ZD;411;Saint-Denis;0006;963;524;499;10;LAGOURGUE;Michel;LUDI;48
1;ZD;411;Saint-Denis;0006;963;524;499;7;ABOUDOU;Ismaïl;LDVG;9
1;ZD;411;Saint-Denis;0006;963;524;499;9;PONIN-BALLOM;Gino;LDVD;37
1;ZD;411;Saint-Denis;0006;963;524;499;4;VICTORIA;René-Paul;LUMP;141
1;ZD;411;Saint-Denis;0006;963;524;499;11;RAMASSAMY;Nadia;LDVD;14
1;ZD;411;Saint-Denis;0007;850;491;473;7;ABOUDOU;Ismaïl;LDVG;2
1;ZD;411;Saint-Denis;0007;850;491;473;8;ROBERT MUCY;Margarette;LDVG;19
1;ZD;411;Saint-Denis;0007;850;491;473;4;VICTORIA;René-Paul;LUMP;148
1;ZD;411;Saint-Denis;0007;850;491;473;10;LAGOURGUE;Michel;LUDI;51
1;ZD;411;Saint-Denis;0007;850;491;473;3;POLEYA;Jean Alexandre;LDVD;4
1;ZD;411;Saint-Denis;0007;850;491;473;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;21
1;ZD;411;Saint-Denis;0007;850;491;473;6;ANNETTE;Gilbert;LUG;189
1;ZD;411;Saint-Denis;0007;850;491;473;2;GRONDIN;Joseph;LFN;13
1;ZD;411;Saint-Denis;0007;850;491;473;11;RAMASSAMY;Nadia;LDVD;15
1;ZD;411;Saint-Denis;0007;850;491;473;9;PONIN-BALLOM;Gino;LDVD;11
1;ZD;411;Saint-Denis;0008;892;550;527;11;RAMASSAMY;Nadia;LDVD;18
1;ZD;411;Saint-Denis;0008;892;550;527;8;ROBERT MUCY;Margarette;LDVG;8
1;ZD;411;Saint-Denis;0008;892;550;527;6;ANNETTE;Gilbert;LUG;183
1;ZD;411;Saint-Denis;0008;892;550;527;2;GRONDIN;Joseph;LFN;9
1;ZD;411;Saint-Denis;0008;892;550;527;9;PONIN-BALLOM;Gino;LDVD;13
1;ZD;411;Saint-Denis;0008;892;550;527;3;POLEYA;Jean Alexandre;LDVD;2
1;ZD;411;Saint-Denis;0008;892;550;527;4;VICTORIA;René-Paul;LUMP;208
1;ZD;411;Saint-Denis;0008;892;550;527;7;ABOUDOU;Ismaïl;LDVG;6
1;ZD;411;Saint-Denis;0008;892;550;527;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;24
1;ZD;411;Saint-Denis;0008;892;550;527;10;LAGOURGUE;Michel;LUDI;56
1;ZD;411;Saint-Denis;0009;873;470;442;10;LAGOURGUE;Michel;LUDI;31
1;ZD;411;Saint-Denis;0009;873;470;442;6;ANNETTE;Gilbert;LUG;114
1;ZD;411;Saint-Denis;0009;873;470;442;2;GRONDIN;Joseph;LFN;18
1;ZD;411;Saint-Denis;0009;873;470;442;11;RAMASSAMY;Nadia;LDVD;21
1;ZD;411;Saint-Denis;0009;873;470;442;9;PONIN-BALLOM;Gino;LDVD;11
1;ZD;411;Saint-Denis;0009;873;470;442;3;POLEYA;Jean Alexandre;LDVD;12
1;ZD;411;Saint-Denis;0009;873;470;442;8;ROBERT MUCY;Margarette;LDVG;12
1;ZD;411;Saint-Denis;0009;873;470;442;4;VICTORIA;René-Paul;LUMP;195
1;ZD;411;Saint-Denis;0009;873;470;442;7;ABOUDOU;Ismaïl;LDVG;11
1;ZD;411;Saint-Denis;0009;873;470;442;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;17
1;ZD;411;Saint-Denis;0010;678;402;390;11;RAMASSAMY;Nadia;LDVD;16
1;ZD;411;Saint-Denis;0010;678;402;390;9;PONIN-BALLOM;Gino;LDVD;4
1;ZD;411;Saint-Denis;0010;678;402;390;2;GRONDIN;Joseph;LFN;4
1;ZD;411;Saint-Denis;0010;678;402;390;10;LAGOURGUE;Michel;LUDI;31
1;ZD;411;Saint-Denis;0010;678;402;390;6;ANNETTE;Gilbert;LUG;156
1;ZD;411;Saint-Denis;0010;678;402;390;8;ROBERT MUCY;Margarette;LDVG;9
1;ZD;411;Saint-Denis;0010;678;402;390;4;VICTORIA;René-Paul;LUMP;139
1;ZD;411;Saint-Denis;0010;678;402;390;3;POLEYA;Jean Alexandre;LDVD;5
1;ZD;411;Saint-Denis;0010;678;402;390;7;ABOUDOU;Ismaïl;LDVG;12
1;ZD;411;Saint-Denis;0010;678;402;390;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;14
1;ZD;411;Saint-Denis;0011;748;386;368;2;GRONDIN;Joseph;LFN;11
1;ZD;411;Saint-Denis;0011;748;386;368;10;LAGOURGUE;Michel;LUDI;43
1;ZD;411;Saint-Denis;0011;748;386;368;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;8
1;ZD;411;Saint-Denis;0011;748;386;368;7;ABOUDOU;Ismaïl;LDVG;5
1;ZD;411;Saint-Denis;0011;748;386;368;11;RAMASSAMY;Nadia;LDVD;20
1;ZD;411;Saint-Denis;0011;748;386;368;9;PONIN-BALLOM;Gino;LDVD;26
1;ZD;411;Saint-Denis;0011;748;386;368;4;VICTORIA;René-Paul;LUMP;90
1;ZD;411;Saint-Denis;0011;748;386;368;6;ANNETTE;Gilbert;LUG;159
1;ZD;411;Saint-Denis;0011;748;386;368;8;ROBERT MUCY;Margarette;LDVG;5
1;ZD;411;Saint-Denis;0011;748;386;368;3;POLEYA;Jean Alexandre;LDVD;1
1;ZD;411;Saint-Denis;0012;744;426;403;6;ANNETTE;Gilbert;LUG;143
1;ZD;411;Saint-Denis;0012;744;426;403;10;LAGOURGUE;Michel;LUDI;61
1;ZD;411;Saint-Denis;0012;744;426;403;7;ABOUDOU;Ismaïl;LDVG;11
1;ZD;411;Saint-Denis;0012;744;426;403;8;ROBERT MUCY;Margarette;LDVG;6
1;ZD;411;Saint-Denis;0012;744;426;403;4;VICTORIA;René-Paul;LUMP;119
1;ZD;411;Saint-Denis;0012;744;426;403;11;RAMASSAMY;Nadia;LDVD;13
1;ZD;411;Saint-Denis;0012;744;426;403;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;19
1;ZD;411;Saint-Denis;0012;744;426;403;2;GRONDIN;Joseph;LFN;10
1;ZD;411;Saint-Denis;0012;744;426;403;9;PONIN-BALLOM;Gino;LDVD;18
1;ZD;411;Saint-Denis;0012;744;426;403;3;POLEYA;Jean Alexandre;LDVD;3
1;ZD;411;Saint-Denis;0013;800;427;413;10;LAGOURGUE;Michel;LUDI;38
1;ZD;411;Saint-Denis;0013;800;427;413;7;ABOUDOU;Ismaïl;LDVG;11
1;ZD;411;Saint-Denis;0013;800;427;413;6;ANNETTE;Gilbert;LUG;191
1;ZD;411;Saint-Denis;0013;800;427;413;11;RAMASSAMY;Nadia;LDVD;18
1;ZD;411;Saint-Denis;0013;800;427;413;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;20
1;ZD;411;Saint-Denis;0013;800;427;413;4;VICTORIA;René-Paul;LUMP;93
1;ZD;411;Saint-Denis;0013;800;427;413;2;GRONDIN;Joseph;LFN;12
1;ZD;411;Saint-Denis;0013;800;427;413;8;ROBERT MUCY;Margarette;LDVG;11
1;ZD;411;Saint-Denis;0013;800;427;413;9;PONIN-BALLOM;Gino;LDVD;17
1;ZD;411;Saint-Denis;0013;800;427;413;3;POLEYA;Jean Alexandre;LDVD;2
1;ZD;411;Saint-Denis;0014;938;523;491;9;PONIN-BALLOM;Gino;LDVD;21
1;ZD;411;Saint-Denis;0014;938;523;491;4;VICTORIA;René-Paul;LUMP;111
1;ZD;411;Saint-Denis;0014;938;523;491;7;ABOUDOU;Ismaïl;LDVG;31
1;ZD;411;Saint-Denis;0014;938;523;491;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;9
1;ZD;411;Saint-Denis;0014;938;523;491;8;ROBERT MUCY;Margarette;LDVG;13
1;ZD;411;Saint-Denis;0014;938;523;491;10;LAGOURGUE;Michel;LUDI;40
1;ZD;411;Saint-Denis;0014;938;523;491;3;POLEYA;Jean Alexandre;LDVD;3
1;ZD;411;Saint-Denis;0014;938;523;491;11;RAMASSAMY;Nadia;LDVD;35
1;ZD;411;Saint-Denis;0014;938;523;491;6;ANNETTE;Gilbert;LUG;217
1;ZD;411;Saint-Denis;0014;938;523;491;2;GRONDIN;Joseph;LFN;11
1;ZD;411;Saint-Denis;0015;636;374;358;3;POLEYA;Jean Alexandre;LDVD;1
1;ZD;411;Saint-Denis;0015;636;374;358;8;ROBERT MUCY;Margarette;LDVG;5
1;ZD;411;Saint-Denis;0015;636;374;358;6;ANNETTE;Gilbert;LUG;76
1;ZD;411;Saint-Denis;0015;636;374;358;10;LAGOURGUE;Michel;LUDI;83
1;ZD;411;Saint-Denis;0015;636;374;358;11;RAMASSAMY;Nadia;LDVD;14
1;ZD;411;Saint-Denis;0015;636;374;358;7;ABOUDOU;Ismaïl;LDVG;7
1;ZD;411;Saint-Denis;0015;636;374;358;9;PONIN-BALLOM;Gino;LDVD;11
1;ZD;411;Saint-Denis;0015;636;374;358;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;8
1;ZD;411;Saint-Denis;0015;636;374;358;4;VICTORIA;René-Paul;LUMP;132
1;ZD;411;Saint-Denis;0015;636;374;358;2;GRONDIN;Joseph;LFN;21
1;ZD;411;Saint-Denis;0016;774;415;400;2;GRONDIN;Joseph;LFN;15
1;ZD;411;Saint-Denis;0016;774;415;400;11;RAMASSAMY;Nadia;LDVD;15
1;ZD;411;Saint-Denis;0016;774;415;400;10;LAGOURGUE;Michel;LUDI;69
1;ZD;411;Saint-Denis;0016;774;415;400;8;ROBERT MUCY;Margarette;LDVG;11
1;ZD;411;Saint-Denis;0016;774;415;400;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;15
1;ZD;411;Saint-Denis;0016;774;415;400;6;ANNETTE;Gilbert;LUG;140
1;ZD;411;Saint-Denis;0016;774;415;400;3;POLEYA;Jean Alexandre;LDVD;3
1;ZD;411;Saint-Denis;0016;774;415;400;9;PONIN-BALLOM;Gino;LDVD;16
1;ZD;411;Saint-Denis;0016;774;415;400;7;ABOUDOU;Ismaïl;LDVG;10
1;ZD;411;Saint-Denis;0016;774;415;400;4;VICTORIA;René-Paul;LUMP;106
1;ZD;411;Saint-Denis;0017;917;494;484;9;PONIN-BALLOM;Gino;LDVD;18
1;ZD;411;Saint-Denis;0017;917;494;484;11;RAMASSAMY;Nadia;LDVD;32
1;ZD;411;Saint-Denis;0017;917;494;484;10;LAGOURGUE;Michel;LUDI;65
1;ZD;411;Saint-Denis;0017;917;494;484;6;ANNETTE;Gilbert;LUG;187
1;ZD;411;Saint-Denis;0017;917;494;484;8;ROBERT MUCY;Margarette;LDVG;14
1;ZD;411;Saint-Denis;0017;917;494;484;7;ABOUDOU;Ismaïl;LDVG;11
1;ZD;411;Saint-Denis;0017;917;494;484;2;GRONDIN;Joseph;LFN;18
1;ZD;411;Saint-Denis;0017;917;494;484;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;21
1;ZD;411;Saint-Denis;0017;917;494;484;4;VICTORIA;René-Paul;LUMP;115
1;ZD;411;Saint-Denis;0017;917;494;484;3;POLEYA;Jean Alexandre;LDVD;3
1;ZD;411;Saint-Denis;0018;660;393;374;4;VICTORIA;René-Paul;LUMP;101
1;ZD;411;Saint-Denis;0018;660;393;374;8;ROBERT MUCY;Margarette;LDVG;29
1;ZD;411;Saint-Denis;0018;660;393;374;6;ANNETTE;Gilbert;LUG;149
1;ZD;411;Saint-Denis;0018;660;393;374;10;LAGOURGUE;Michel;LUDI;33
1;ZD;411;Saint-Denis;0018;660;393;374;7;ABOUDOU;Ismaïl;LDVG;7
1;ZD;411;Saint-Denis;0018;660;393;374;3;POLEYA;Jean Alexandre;LDVD;4
1;ZD;411;Saint-Denis;0018;660;393;374;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;11
1;ZD;411;Saint-Denis;0018;660;393;374;11;RAMASSAMY;Nadia;LDVD;15
1;ZD;411;Saint-Denis;0018;660;393;374;9;PONIN-BALLOM;Gino;LDVD;17
1;ZD;411;Saint-Denis;0018;660;393;374;2;GRONDIN;Joseph;LFN;8
1;ZD;411;Saint-Denis;0019;937;529;498;8;ROBERT MUCY;Margarette;LDVG;18
1;ZD;411;Saint-Denis;0019;937;529;498;2;GRONDIN;Joseph;LFN;18
1;ZD;411;Saint-Denis;0019;937;529;498;11;RAMASSAMY;Nadia;LDVD;18
1;ZD;411;Saint-Denis;0019;937;529;498;4;VICTORIA;René-Paul;LUMP;121
1;ZD;411;Saint-Denis;0019;937;529;498;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;17
1;ZD;411;Saint-Denis;0019;937;529;498;10;LAGOURGUE;Michel;LUDI;41
1;ZD;411;Saint-Denis;0019;937;529;498;9;PONIN-BALLOM;Gino;LDVD;12
1;ZD;411;Saint-Denis;0019;937;529;498;7;ABOUDOU;Ismaïl;LDVG;6
1;ZD;411;Saint-Denis;0019;937;529;498;6;ANNETTE;Gilbert;LUG;244
1;ZD;411;Saint-Denis;0019;937;529;498;3;POLEYA;Jean Alexandre;LDVD;3
1;ZD;411;Saint-Denis;0020;777;423;403;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;10
1;ZD;411;Saint-Denis;0020;777;423;403;4;VICTORIA;René-Paul;LUMP;118
1;ZD;411;Saint-Denis;0020;777;423;403;6;ANNETTE;Gilbert;LUG;160
1;ZD;411;Saint-Denis;0020;777;423;403;9;PONIN-BALLOM;Gino;LDVD;22
1;ZD;411;Saint-Denis;0020;777;423;403;8;ROBERT MUCY;Margarette;LDVG;10
1;ZD;411;Saint-Denis;0020;777;423;403;11;RAMASSAMY;Nadia;LDVD;26
1;ZD;411;Saint-Denis;0020;777;423;403;10;LAGOURGUE;Michel;LUDI;35
1;ZD;411;Saint-Denis;0020;777;423;403;3;POLEYA;Jean Alexandre;LDVD;3
1;ZD;411;Saint-Denis;0020;777;423;403;2;GRONDIN;Joseph;LFN;8
1;ZD;411;Saint-Denis;0020;777;423;403;7;ABOUDOU;Ismaïl;LDVG;11
1;ZD;411;Saint-Denis;0021;901;532;504;9;PONIN-BALLOM;Gino;LDVD;15
1;ZD;411;Saint-Denis;0021;901;532;504;2;GRONDIN;Joseph;LFN;8
1;ZD;411;Saint-Denis;0021;901;532;504;8;ROBERT MUCY;Margarette;LDVG;9
1;ZD;411;Saint-Denis;0021;901;532;504;11;RAMASSAMY;Nadia;LDVD;14
1;ZD;411;Saint-Denis;0021;901;532;504;4;VICTORIA;René-Paul;LUMP;130
1;ZD;411;Saint-Denis;0021;901;532;504;10;LAGOURGUE;Michel;LUDI;64
1;ZD;411;Saint-Denis;0021;901;532;504;7;ABOUDOU;Ismaïl;LDVG;10
1;ZD;411;Saint-Denis;0021;901;532;504;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;11
1;ZD;411;Saint-Denis;0021;901;532;504;3;POLEYA;Jean Alexandre;LDVD;5
1;ZD;411;Saint-Denis;0021;901;532;504;6;ANNETTE;Gilbert;LUG;238
1;ZD;411;Saint-Denis;0022;1060;591;565;6;ANNETTE;Gilbert;LUG;258
1;ZD;411;Saint-Denis;0022;1060;591;565;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;24
1;ZD;411;Saint-Denis;0022;1060;591;565;7;ABOUDOU;Ismaïl;LDVG;15
1;ZD;411;Saint-Denis;0022;1060;591;565;2;GRONDIN;Joseph;LFN;16
1;ZD;411;Saint-Denis;0022;1060;591;565;9;PONIN-BALLOM;Gino;LDVD;15
1;ZD;411;Saint-Denis;0022;1060;591;565;3;POLEYA;Jean Alexandre;LDVD;5
1;ZD;411;Saint-Denis;0022;1060;591;565;10;LAGOURGUE;Michel;LUDI;31
1;ZD;411;Saint-Denis;0022;1060;591;565;8;ROBERT MUCY;Margarette;LDVG;20
1;ZD;411;Saint-Denis;0022;1060;591;565;4;VICTORIA;René-Paul;LUMP;150
1;ZD;411;Saint-Denis;0022;1060;591;565;11;RAMASSAMY;Nadia;LDVD;31
1;ZD;411;Saint-Denis;0023;889;475;457;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;29
1;ZD;411;Saint-Denis;0023;889;475;457;7;ABOUDOU;Ismaïl;LDVG;6
1;ZD;411;Saint-Denis;0023;889;475;457;8;ROBERT MUCY;Margarette;LDVG;12
1;ZD;411;Saint-Denis;0023;889;475;457;9;PONIN-BALLOM;Gino;LDVD;15
1;ZD;411;Saint-Denis;0023;889;475;457;10;LAGOURGUE;Michel;LUDI;34
1;ZD;411;Saint-Denis;0023;889;475;457;11;RAMASSAMY;Nadia;LDVD;22
1;ZD;411;Saint-Denis;0023;889;475;457;4;VICTORIA;René-Paul;LUMP;106
1;ZD;411;Saint-Denis;0023;889;475;457;3;POLEYA;Jean Alexandre;LDVD;3
1;ZD;411;Saint-Denis;0023;889;475;457;2;GRONDIN;Joseph;LFN;10
1;ZD;411;Saint-Denis;0023;889;475;457;6;ANNETTE;Gilbert;LUG;220
1;ZD;411;Saint-Denis;0024;774;462;436;10;LAGOURGUE;Michel;LUDI;50
1;ZD;411;Saint-Denis;0024;774;462;436;4;VICTORIA;René-Paul;LUMP;108
1;ZD;411;Saint-Denis;0024;774;462;436;6;ANNETTE;Gilbert;LUG;191
1;ZD;411;Saint-Denis;0024;774;462;436;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;15
1;ZD;411;Saint-Denis;0024;774;462;436;2;GRONDIN;Joseph;LFN;6
1;ZD;411;Saint-Denis;0024;774;462;436;7;ABOUDOU;Ismaïl;LDVG;6
1;ZD;411;Saint-Denis;0024;774;462;436;3;POLEYA;Jean Alexandre;LDVD;3
1;ZD;411;Saint-Denis;0024;774;462;436;9;PONIN-BALLOM;Gino;LDVD;20
1;ZD;411;Saint-Denis;0024;774;462;436;11;RAMASSAMY;Nadia;LDVD;20
1;ZD;411;Saint-Denis;0024;774;462;436;8;ROBERT MUCY;Margarette;LDVG;17
1;ZD;411;Saint-Denis;0025;803;419;402;7;ABOUDOU;Ismaïl;LDVG;6
1;ZD;411;Saint-Denis;0025;803;419;402;11;RAMASSAMY;Nadia;LDVD;23
1;ZD;411;Saint-Denis;0025;803;419;402;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;16
1;ZD;411;Saint-Denis;0025;803;419;402;9;PONIN-BALLOM;Gino;LDVD;12
1;ZD;411;Saint-Denis;0025;803;419;402;2;GRONDIN;Joseph;LFN;16
1;ZD;411;Saint-Denis;0025;803;419;402;10;LAGOURGUE;Michel;LUDI;35
1;ZD;411;Saint-Denis;0025;803;419;402;8;ROBERT MUCY;Margarette;LDVG;19
1;ZD;411;Saint-Denis;0025;803;419;402;6;ANNETTE;Gilbert;LUG;190
1;ZD;411;Saint-Denis;0025;803;419;402;4;VICTORIA;René-Paul;LUMP;84
1;ZD;411;Saint-Denis;0025;803;419;402;3;POLEYA;Jean Alexandre;LDVD;1
1;ZD;411;Saint-Denis;0026;871;479;459;11;RAMASSAMY;Nadia;LDVD;36
1;ZD;411;Saint-Denis;0026;871;479;459;7;ABOUDOU;Ismaïl;LDVG;9
1;ZD;411;Saint-Denis;0026;871;479;459;2;GRONDIN;Joseph;LFN;13
1;ZD;411;Saint-Denis;0026;871;479;459;9;PONIN-BALLOM;Gino;LDVD;21
1;ZD;411;Saint-Denis;0026;871;479;459;4;VICTORIA;René-Paul;LUMP;91
1;ZD;411;Saint-Denis;0026;871;479;459;10;LAGOURGUE;Michel;LUDI;35
1;ZD;411;Saint-Denis;0026;871;479;459;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;16
1;ZD;411;Saint-Denis;0026;871;479;459;6;ANNETTE;Gilbert;LUG;219
1;ZD;411;Saint-Denis;0026;871;479;459;8;ROBERT MUCY;Margarette;LDVG;19
1;ZD;411;Saint-Denis;0026;871;479;459;3;POLEYA;Jean Alexandre;LDVD;0
1;ZD;411;Saint-Denis;0027;969;548;510;7;ABOUDOU;Ismaïl;LDVG;18
1;ZD;411;Saint-Denis;0027;969;548;510;3;POLEYA;Jean Alexandre;LDVD;6
1;ZD;411;Saint-Denis;0027;969;548;510;11;RAMASSAMY;Nadia;LDVD;34
1;ZD;411;Saint-Denis;0027;969;548;510;10;LAGOURGUE;Michel;LUDI;36
1;ZD;411;Saint-Denis;0027;969;548;510;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;27
1;ZD;411;Saint-Denis;0027;969;548;510;6;ANNETTE;Gilbert;LUG;241
1;ZD;411;Saint-Denis;0027;969;548;510;9;PONIN-BALLOM;Gino;LDVD;20
1;ZD;411;Saint-Denis;0027;969;548;510;2;GRONDIN;Joseph;LFN;10
1;ZD;411;Saint-Denis;0027;969;548;510;4;VICTORIA;René-Paul;LUMP;101
1;ZD;411;Saint-Denis;0027;969;548;510;8;ROBERT MUCY;Margarette;LDVG;17
1;ZD;411;Saint-Denis;0028;832;472;444;7;ABOUDOU;Ismaïl;LDVG;10
1;ZD;411;Saint-Denis;0028;832;472;444;2;GRONDIN;Joseph;LFN;13
1;ZD;411;Saint-Denis;0028;832;472;444;4;VICTORIA;René-Paul;LUMP;94
1;ZD;411;Saint-Denis;0028;832;472;444;10;LAGOURGUE;Michel;LUDI;57
1;ZD;411;Saint-Denis;0028;832;472;444;3;POLEYA;Jean Alexandre;LDVD;2
1;ZD;411;Saint-Denis;0028;832;472;444;11;RAMASSAMY;Nadia;LDVD;47
1;ZD;411;Saint-Denis;0028;832;472;444;9;PONIN-BALLOM;Gino;LDVD;7
1;ZD;411;Saint-Denis;0028;832;472;444;6;ANNETTE;Gilbert;LUG;174
1;ZD;411;Saint-Denis;0028;832;472;444;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;25
1;ZD;411;Saint-Denis;0028;832;472;444;8;ROBERT MUCY;Margarette;LDVG;15
1;ZD;411;Saint-Denis;0029;692;407;392;3;POLEYA;Jean Alexandre;LDVD;1
1;ZD;411;Saint-Denis;0029;692;407;392;10;LAGOURGUE;Michel;LUDI;50
1;ZD;411;Saint-Denis;0029;692;407;392;4;VICTORIA;René-Paul;LUMP;105
1;ZD;411;Saint-Denis;0029;692;407;392;2;GRONDIN;Joseph;LFN;15
1;ZD;411;Saint-Denis;0029;692;407;392;7;ABOUDOU;Ismaïl;LDVG;3
1;ZD;411;Saint-Denis;0029;692;407;392;11;RAMASSAMY;Nadia;LDVD;18
1;ZD;411;Saint-Denis;0029;692;407;392;8;ROBERT MUCY;Margarette;LDVG;10
1;ZD;411;Saint-Denis;0029;692;407;392;6;ANNETTE;Gilbert;LUG;157
1;ZD;411;Saint-Denis;0029;692;407;392;9;PONIN-BALLOM;Gino;LDVD;23
1;ZD;411;Saint-Denis;0029;692;407;392;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;10
1;ZD;411;Saint-Denis;0030;743;327;314;7;ABOUDOU;Ismaïl;LDVG;2
1;ZD;411;Saint-Denis;0030;743;327;314;11;RAMASSAMY;Nadia;LDVD;15
1;ZD;411;Saint-Denis;0030;743;327;314;4;VICTORIA;René-Paul;LUMP;108
1;ZD;411;Saint-Denis;0030;743;327;314;8;ROBERT MUCY;Margarette;LDVG;7
1;ZD;411;Saint-Denis;0030;743;327;314;10;LAGOURGUE;Michel;LUDI;83
1;ZD;411;Saint-Denis;0030;743;327;314;3;POLEYA;Jean Alexandre;LDVD;0
1;ZD;411;Saint-Denis;0030;743;327;314;2;GRONDIN;Joseph;LFN;24
1;ZD;411;Saint-Denis;0030;743;327;314;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;5
1;ZD;411;Saint-Denis;0030;743;327;314;6;ANNETTE;Gilbert;LUG;62
1;ZD;411;Saint-Denis;0030;743;327;314;9;PONIN-BALLOM;Gino;LDVD;8
1;ZD;411;Saint-Denis;0031;848;511;489;7;ABOUDOU;Ismaïl;LDVG;3
1;ZD;411;Saint-Denis;0031;848;511;489;8;ROBERT MUCY;Margarette;LDVG;20
1;ZD;411;Saint-Denis;0031;848;511;489;3;POLEYA;Jean Alexandre;LDVD;1
1;ZD;411;Saint-Denis;0031;848;511;489;10;LAGOURGUE;Michel;LUDI;45
1;ZD;411;Saint-Denis;0031;848;511;489;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;13
1;ZD;411;Saint-Denis;0031;848;511;489;9;PONIN-BALLOM;Gino;LDVD;45
1;ZD;411;Saint-Denis;0031;848;511;489;2;GRONDIN;Joseph;LFN;12
1;ZD;411;Saint-Denis;0031;848;511;489;11;RAMASSAMY;Nadia;LDVD;28
1;ZD;411;Saint-Denis;0031;848;511;489;4;VICTORIA;René-Paul;LUMP;126
1;ZD;411;Saint-Denis;0031;848;511;489;6;ANNETTE;Gilbert;LUG;196
1;ZD;411;Saint-Denis;0032;973;540;511;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;7
1;ZD;411;Saint-Denis;0032;973;540;511;3;POLEYA;Jean Alexandre;LDVD;1
1;ZD;411;Saint-Denis;0032;973;540;511;7;ABOUDOU;Ismaïl;LDVG;10
1;ZD;411;Saint-Denis;0032;973;540;511;11;RAMASSAMY;Nadia;LDVD;21
1;ZD;411;Saint-Denis;0032;973;540;511;8;ROBERT MUCY;Margarette;LDVG;15
1;ZD;411;Saint-Denis;0032;973;540;511;4;VICTORIA;René-Paul;LUMP;137
1;ZD;411;Saint-Denis;0032;973;540;511;6;ANNETTE;Gilbert;LUG;196
1;ZD;411;Saint-Denis;0032;973;540;511;2;GRONDIN;Joseph;LFN;18
1;ZD;411;Saint-Denis;0032;973;540;511;10;LAGOURGUE;Michel;LUDI;94
1;ZD;411;Saint-Denis;0032;973;540;511;9;PONIN-BALLOM;Gino;LDVD;12
1;ZD;411;Saint-Denis;0033;581;290;279;8;ROBERT MUCY;Margarette;LDVG;5
1;ZD;411;Saint-Denis;0033;581;290;279;7;ABOUDOU;Ismaïl;LDVG;2
1;ZD;411;Saint-Denis;0033;581;290;279;11;RAMASSAMY;Nadia;LDVD;20
1;ZD;411;Saint-Denis;0033;581;290;279;4;VICTORIA;René-Paul;LUMP;83
1;ZD;411;Saint-Denis;0033;581;290;279;2;GRONDIN;Joseph;LFN;15
1;ZD;411;Saint-Denis;0033;581;290;279;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;5
1;ZD;411;Saint-Denis;0033;581;290;279;3;POLEYA;Jean Alexandre;LDVD;0
1;ZD;411;Saint-Denis;0033;581;290;279;6;ANNETTE;Gilbert;LUG;90
1;ZD;411;Saint-Denis;0033;581;290;279;10;LAGOURGUE;Michel;LUDI;51
1;ZD;411;Saint-Denis;0033;581;290;279;9;PONIN-BALLOM;Gino;LDVD;8
1;ZD;411;Saint-Denis;0034;800;489;463;7;ABOUDOU;Ismaïl;LDVG;7
1;ZD;411;Saint-Denis;0034;800;489;463;5;LAÏ-KANE-CHEONG;Alexandre;LDIV;10
1;ZD;411;Saint-Denis;0034;800;489;463;8;ROBERT MUCY;Margarette;LDVG;16
1;ZD;411;Saint-Denis;0034;800;489;463;11;RAMASSAMY;Nadia;LDVD;15
1;ZD;411;Saint-Denis;0034;800;489;463;2;GRONDIN;Joseph;LFN;8
1;ZD;411;Saint-Denis;0034;800;489;463;4;VICTORIA;René-Paul;LUMP;133
1;ZD;411;Saint-Denis;0034;800;489;463;3;POLEYA;Jean Alexandre;LDVD;1
1;ZD;411;Saint-Denis;0034;800;489;463;10;LAGOURGUE;Michel;LUDI;63
1;ZD;411;Saint-Denis;0034;800;489;463;6;ANNETTE;Gilbert;LUG;188
